ENSEMBL,SYMBOL,GENENAME
ENSMUSG00000094164,NA,NA
ENSMUSG00000094951,NA,NA
ENSMUSG00000104103,Gm9517,predicted gene 9517
ENSMUSG00000095866,NA,NA
ENSMUSG00000095285,Ighv5-9,immunoglobulin heavy variable 5-9
ENSMUSG00000096498,NA,NA
ENSMUSG00000095429,NA,NA
ENSMUSG00000096670,NA,NA
ENSMUSG00000095210,NA,NA
ENSMUSG00000095565,NA,NA
ENSMUSG00000076646,NA,NA
ENSMUSG00000094134,NA,NA
ENSMUSG00000094194,NA,NA
ENSMUSG00000095571,NA,NA
ENSMUSG00000096638,NA,NA
ENSMUSG00000076665,Ighv7-1,immunoglobulin heavy variable 7-1
ENSMUSG00000094509,NA,NA
ENSMUSG00000076655,NA,NA
ENSMUSG00000093838,NA,NA
ENSMUSG00000095583,Ighv14-2,immunoglobulin heavy variable 14-2
ENSMUSG00000096108,Ighv11-2,immunoglobulin heavy variable V11-2
ENSMUSG00000095642,Ighv14-3,immunoglobulin heavy variable V14-3
ENSMUSG00000096805,Ighv9-1,immunoglobulin heavy variable 9-1
ENSMUSG00000094102,Ighv9-2,immunoglobulin heavy variable V9-2
ENSMUSG00000096459,Ighv9-3,immunoglobulin heavy variable V9-3
ENSMUSG00000076652,Ighv7-3,immunoglobulin heavy variable 7-3
ENSMUSG00000076666,Ighv14-4,immunoglobulin heavy variable 14-4
ENSMUSG00000094029,Ighv3-3,immunoglobulin heavy variable V3-3
ENSMUSG00000076668,Ighv7-4,immunoglobulin heavy variable 7-4
ENSMUSG00000103939,NA,NA
ENSMUSG00000076670,Ighv3-5,immunoglobulin heavy variable 3-5
ENSMUSG00000076672,NA,NA
ENSMUSG00000094322,Ighv9-4,immunoglobulin heavy variable 9-4
ENSMUSG00000076674,NA,NA
ENSMUSG00000076671,Ighv13-2,immunoglobulin heavy variable 13-2
ENSMUSG00000076677,NA,NA
ENSMUSG00000076680,NA,NA
ENSMUSG00000102524,NA,NA
ENSMUSG00000095981,Ighv10-1,immunoglobulin heavy variable 10-1
ENSMUSG00000095442,NA,NA
ENSMUSG00000096499,Ighv1-5,immunoglobulin heavy variable V1-5
ENSMUSG00000095700,Ighv10-3,immunoglobulin heavy variable V10-3
ENSMUSG00000095200,NA,NA
ENSMUSG00000076688,NA,NA
ENSMUSG00000094694,NA,NA
ENSMUSG00000095416,Ighv1-12,immunoglobulin heavy variable V1-12
ENSMUSG00000103254,NA,NA
ENSMUSG00000076695,NA,NA
ENSMUSG00000096410,NA,NA
ENSMUSG00000095761,NA,NA
ENSMUSG00000094561,NA,NA
ENSMUSG00000094546,NA,NA
ENSMUSG00000096649,Ighv1-31,immunoglobulin heavy variable 1-31
ENSMUSG00000093955,NA,NA
ENSMUSG00000094051,NA,NA
ENSMUSG00000095923,NA,NA
ENSMUSG00000095130,NA,NA
ENSMUSG00000094652,Ighv1-42,immunoglobulin heavy variable V1-42
ENSMUSG00000095859,Ighv1-43,immunoglobulin heavy variable V1-43
ENSMUSG00000076709,Ighv1-47,immunoglobulin heavy variable 1-47
ENSMUSG00000076710,Ighv1-49,immunoglobulin heavy variable 1-49
ENSMUSG00000102364,NA,NA
ENSMUSG00000094198,NA,NA
ENSMUSG00000095204,NA,NA
ENSMUSG00000093894,Ighv1-53,immunoglobulin heavy variable 1-53
ENSMUSG00000094787,NA,NA
ENSMUSG00000095589,Ighv1-55,immunoglobulin heavy variable 1-55
ENSMUSG00000094862,Ighv1-56,immunoglobulin heavy variable 1-56
ENSMUSG00000103439,Gm7019,baculoviral IAP repeat-containing 3 pseudogene
ENSMUSG00000104452,NA,NA
ENSMUSG00000095889,Ighv1-58,immunoglobulin heavy variable 1-58
ENSMUSG00000095197,NA,NA
ENSMUSG00000094087,NA,NA
ENSMUSG00000096078,Ighv1-62-2,immunoglobulin heavy variable 1-62-2
ENSMUSG00000096767,Ighv1-62-3,immunoglobulin heavy variable 1-62-3
ENSMUSG00000096672,Ighv1-63,immunoglobulin heavy variable V1-63
ENSMUSG00000094088,Ighv1-64,immunoglobulin heavy variable 1-64
ENSMUSG00000095519,NA,NA
ENSMUSG00000094502,Ighv1-69,immunoglobulin heavy variable 1-69
ENSMUSG00000076731,NA,NA
ENSMUSG00000096577,Ighv1-71,immunoglobulin heavy variable 1-71
ENSMUSG00000096074,NA,NA
ENSMUSG00000094124,Ighv1-74,immunoglobulin heavy variable V1-74
ENSMUSG00000096020,NA,NA
ENSMUSG00000093896,Ighv1-76,immunoglobulin heavy variable 1-76
ENSMUSG00000096452,Ighv1-77,immunoglobulin heavy variable 1-77
ENSMUSG00000096326,Ighv1-78,immunoglobulin heavy variable 1-78
ENSMUSG00000094075,NA,NA
ENSMUSG00000094689,NA,NA
ENSMUSG00000095127,Ighv1-82,immunoglobulin heavy variable 1-82
ENSMUSG00000094940,Ighv1-84,immunoglobulin heavy variable 1-84
ENSMUSG00000096150,NA,NA
ENSMUSG00000042063,Zfp386,zinc finger protein 386 (Kruppel-like)
ENSMUSG00000011171,Vipr2,vasoactive intestinal peptide receptor 2
ENSMUSG00000042050,Dync2i1,dynein 2 intermediate chain 1
ENSMUSG00000113527,NA,NA
ENSMUSG00000021171,Esyt2,extended synaptotagmin-like protein 2
ENSMUSG00000112980,D430020J02Rik,RIKEN cDNA D430020J02 gene
ENSMUSG00000042029,Ncapg2,"non-SMC condensin II complex, subunit G2"
ENSMUSG00000056553,Ptprn2,"protein tyrosine phosphatase, receptor type, N polypeptide 2"
ENSMUSG00000041992,Rapgef5,Rap guanine nucleotide exchange factor (GEF) 5
ENSMUSG00000021175,Cdca7l,cell division cycle associated 7 like
ENSMUSG00000113831,NA,NA
ENSMUSG00000025323,Sp4,trans-acting transcription factor 4
ENSMUSG00000025321,Itgb8,integrin beta 8
ENSMUSG00000021908,NA,NA
ENSMUSG00000041886,Macc1,metastasis associated in colon cancer 1
ENSMUSG00000113651,Gm4900,polypyrimidine tract binding protein 1 pseudogene
ENSMUSG00000114003,Gm9616,"ribosomal protein S4, X-linked pseudogene"
ENSMUSG00000096107,NA,NA
ENSMUSG00000097709,2810429I04Rik,RIKEN cDNA 2810429I04 gene
ENSMUSG00000021218,Gdi2,guanosine diphosphate (GDP) dissociation inhibitor 2
ENSMUSG00000113894,NA,NA
ENSMUSG00000033799,Tasor2,transcription activation suppressor family member 2
ENSMUSG00000033781,Asb13,ankyrin repeat and SOCS box-containing 13
ENSMUSG00000021215,Net1,neuroepithelial cell transforming gene 1
ENSMUSG00000113128,NA,NA
ENSMUSG00000021216,Tubal3,"tubulin, alpha-like 3"
ENSMUSG00000044988,Ucn3,urocortin 3
ENSMUSG00000033715,Akr1c14,"aldo-keto reductase family 1, member C14"
ENSMUSG00000021213,Akr1c13,"aldo-keto reductase family 1, member C13"
ENSMUSG00000071551,Akr1c19,"aldo-keto reductase family 1, member C19"
ENSMUSG00000021211,Akr1c12,"aldo-keto reductase family 1, member C12"
ENSMUSG00000021207,Akr1c21,"aldo-keto reductase family 1, member C21"
ENSMUSG00000045410,Akr1e1,"aldo-keto reductase family 1, member E1"
ENSMUSG00000000078,Klf6,Kruppel-like factor 6
ENSMUSG00000113757,NA,NA
ENSMUSG00000021193,Pitrm1,pitrilysin metallepetidase 1
ENSMUSG00000021196,Pfkp,"phosphofructokinase, platelet"
ENSMUSG00000072421,NA,NA
ENSMUSG00000021147,Wdr37,WD repeat domain 37
ENSMUSG00000058258,Idi1,isopentenyl-diphosphate delta isomerase
ENSMUSG00000021149,Gtpbp4,GTP binding protein 4
ENSMUSG00000033499,Larp4b,La ribonucleoprotein 4B
ENSMUSG00000048264,Dip2c,disco interacting protein 2 homolog C
ENSMUSG00000021156,Zmynd11,"zinc finger, MYND domain containing 11"
ENSMUSG00000088609,NA,NA
ENSMUSG00000046159,Chrm3,"cholinergic receptor, muscarinic 3, cardiac"
ENSMUSG00000021313,Ryr2,"ryanodine receptor 2, cardiac"
ENSMUSG00000021311,Mtr,5-methyltetrahydrofolate-homocysteine methyltransferase
ENSMUSG00000052374,Actn2,actinin alpha 2
ENSMUSG00000050244,Heatr1,HEAT repeat containing 1
ENSMUSG00000057554,Lgals8,"lectin, galactose binding, soluble 8"
ENSMUSG00000095105,Edaradd,EDAR (ectodysplasin-A receptor)-associated death domain
ENSMUSG00000057069,Ero1b,endoplasmic reticulum oxidoreductase 1 beta
ENSMUSG00000097715,NA,NA
ENSMUSG00000061724,NA,NA
ENSMUSG00000021306,Gpr137b,G protein-coupled receptor 137B
ENSMUSG00000005397,Nid1,nidogen 1
ENSMUSG00000019726,Lyst,lysosomal trafficking regulator
ENSMUSG00000021303,Gng4,"guanine nucleotide binding protein (G protein), gamma 4"
ENSMUSG00000113811,NA,NA
ENSMUSG00000039242,B3galnt2,"UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 2"
ENSMUSG00000039233,Tbce,tubulin-specific chaperone E
ENSMUSG00000021302,Ggps1,geranylgeranyl diphosphate synthase 1
ENSMUSG00000039219,Arid4b,AT rich interactive domain 4B (RBP1-like)
ENSMUSG00000015672,Mrpl32,mitochondrial ribosomal protein L32
ENSMUSG00000015671,Psma2,proteasome subunit alpha 2
ENSMUSG00000039182,AW209491,expressed sequence AW209491
ENSMUSG00000113389,NA,NA
ENSMUSG00000021318,Gli3,GLI-Kruppel family member GLI3
ENSMUSG00000041324,Inhba,inhibin beta-A
ENSMUSG00000112969,NA,NA
ENSMUSG00000055137,Sugct,succinyl-CoA glutarate-CoA transferase
ENSMUSG00000012429,Mplkip,M-phase specific PLK1 intereacting protein
ENSMUSG00000041297,Cdk13,cyclin-dependent kinase 13
ENSMUSG00000113432,NA,NA
ENSMUSG00000008859,Rala,v-ral simian leukemia viral oncogene A (ras related)
ENSMUSG00000113528,NA,NA
ENSMUSG00000113750,Gm5628,G patch domain and ankyrin repeats 1 pseudogene
ENSMUSG00000075054,Yae1d1,Yae1 domain containing 1
ENSMUSG00000075053,NA,NA
ENSMUSG00000041236,Vps41,VPS41 HOPS complex subunit
ENSMUSG00000021314,Amph,amphiphysin
ENSMUSG00000076744,Trgv7,"T cell receptor gamma, variable 7"
ENSMUSG00000076745,Trgv4,"T cell receptor gamma, variable 4"
ENSMUSG00000076749,Trgc1,"T cell receptor gamma, constant 1"
ENSMUSG00000076752,Trgc2,"T cell receptor gamma, constant 2"
ENSMUSG00000076754,Trgv2,T cell receptor gamma variable 2
ENSMUSG00000076755,Trgv1,"T cell receptor gamma, variable 1"
ENSMUSG00000076757,Trgc4,"T cell receptor gamma, constant 4"
ENSMUSG00000003062,Stard3nl,STARD3 N-terminal like
ENSMUSG00000002808,Epdr1,ependymin related protein 1 (zebrafish)
ENSMUSG00000047462,Gpr141b,G protein-coupled receptor 141B
ENSMUSG00000053101,Gpr141,G protein-coupled receptor 141
ENSMUSG00000041112,Elmo1,engulfment and cell motility 1
ENSMUSG00000021322,Aoah,acyloxyacyl hydrolase
ENSMUSG00000113104,NA,NA
ENSMUSG00000021326,Trim27,tripartite motif-containing 27
ENSMUSG00000036721,Zscan12,zinc finger and SCAN domain containing 12
ENSMUSG00000021327,Zkscan3,zinc finger with KRAB and SCAN domains 3
ENSMUSG00000055313,Pgbd1,piggyBac transposable element derived 1
ENSMUSG00000022228,Zscan26,zinc finger and SCAN domain containing 26
ENSMUSG00000054931,Zkscan4,zinc finger with KRAB and SCAN domains 4
ENSMUSG00000078139,AK157302,cDNA sequence AK157302
ENSMUSG00000079941,Cox5b-ps,"cytochrome c oxidase subunit 5B, pseudogene"
ENSMUSG00000063894,Zkscan8,zinc finger with KRAB and SCAN domains 8
ENSMUSG00000071516,H2ac13,H2A clustered histone 13
ENSMUSG00000101355,H3c10,H3 clustered histone 10
ENSMUSG00000114279,H2bc14,H2B clustered histone 14
ENSMUSG00000067455,H4c11,H4 clustered histone 11
ENSMUSG00000064288,H4c12,H4 clustered histone 12
ENSMUSG00000058773,H1f5,"H1.5 linker histone, cluster member"
ENSMUSG00000101972,H3c11,H3 clustered histone 11
ENSMUSG00000069308,H2bc22,H2B clustered histone 22
ENSMUSG00000069306,H4c17,H4 clustered histone 17
ENSMUSG00000069305,H4c18,H4 clustered histone 18
ENSMUSG00000006720,Zfp184,zinc finger protein 184 (Kruppel-like)
ENSMUSG00000006179,Prss16,"protease, serine 16 (thymus)"
ENSMUSG00000062727,H2bc12,H2B clustered histone 12
ENSMUSG00000060639,H4c9,H4 clustered histone 9
ENSMUSG00000069301,H2ac11,H2A clustered histone 11
ENSMUSG00000069300,H2bc11,H2B clustered histone 11
ENSMUSG00000046351,Zfp322a,zinc finger protein 322A
ENSMUSG00000036376,Abt1,activator of basal transcription 1
ENSMUSG00000085024,C230035I16Rik,RIKEN cDNA C230035I16 gene
ENSMUSG00000113440,NA,NA
ENSMUSG00000085016,NA,NA
ENSMUSG00000060981,H4c8,H4 clustered histone 8
ENSMUSG00000099517,H3c8,H3 clustered histone 8
ENSMUSG00000114456,H2bc9,H2B clustered histone 9
ENSMUSG00000100210,H3c7,H3 clustered histone 7
ENSMUSG00000052565,H1f3,"H1.3 linker histone, cluster member"
ENSMUSG00000069273,H3c6,H3 clustered histone 6
ENSMUSG00000069272,H2ac8,H2A clustered histone 8
ENSMUSG00000058385,H2bc8,H2B clustered histone 8
ENSMUSG00000069268,H2bc7,H2B clustered histone 7
ENSMUSG00000099583,H3c4,H3 clustered histone 4
ENSMUSG00000061482,H4c4,H4 clustered histone 4
ENSMUSG00000047246,H2bc6,H2B clustered histone 6
ENSMUSG00000051627,H1f4,"H1.4 linker histone, cluster member"
ENSMUSG00000069270,H2ac6,H2A clustered histone 6
ENSMUSG00000018102,H2bc4,H2B clustered histone 4
ENSMUSG00000060678,H4c3,H4 clustered histone 3
ENSMUSG00000006611,Hfe,homeostatic iron regulator
ENSMUSG00000036181,H1f2,"H1.2 linker histone, cluster member"
ENSMUSG00000069310,H3c3,H3 clustered histone 3
ENSMUSG00000075031,H2bc3,H2B clustered histone 3
ENSMUSG00000061615,H2ac4,H2A clustered histone 4
ENSMUSG00000069265,H3c1,H3 clustered histone 1
ENSMUSG00000049539,H1f1,"H1.1 linker histone, cluster member"
ENSMUSG00000064140,Trim38,tripartite motif-containing 38
ENSMUSG00000021335,Slc17a1,"solute carrier family 17 (sodium phosphate), member 1"
ENSMUSG00000021336,Slc17a4,"solute carrier family 17 (sodium phosphate), member 4"
ENSMUSG00000021337,Scgn,"secretagogin, EF-hand calcium binding protein"
ENSMUSG00000021338,Carmil1,capping protein regulator and myosin 1 linker 1
ENSMUSG00000016756,Cmah,cytidine monophospho-N-acetylneuraminic acid hydroxylase
ENSMUSG00000036006,Ripor2,RHO family interacting cell polarization regulator 2
ENSMUSG00000085603,NA,NA
ENSMUSG00000006715,Gmnn,geminin
ENSMUSG00000019132,BC005537,cDNA sequence BC005537
ENSMUSG00000006717,Acot13,acyl-CoA thioesterase 13
ENSMUSG00000035958,Tdp2,tyrosyl-DNA phosphodiesterase 2
ENSMUSG00000006711,D130043K22Rik,RIKEN cDNA D130043K22 gene
ENSMUSG00000086796,4932702P03Rik,RIKEN cDNA 4932702P03 gene
ENSMUSG00000035936,Aldh5a1,"aldhehyde dehydrogenase family 5, subfamily A1"
ENSMUSG00000086448,NA,NA
ENSMUSG00000021340,Gpld1,glycosylphosphatidylinositol specific phospholipase D1
ENSMUSG00000021339,Mrs2,MRS2 magnesium transporter
ENSMUSG00000048978,Nrsn1,neurensin 1
ENSMUSG00000060198,Gm11353,ribosomal protein S8 pseudogene
ENSMUSG00000113061,Rps18-ps5,"ribosomal protein S18, pseudogene 5"
ENSMUSG00000076431,Sox4,SRY (sex determining region Y)-box 4
ENSMUSG00000006191,Cdkal1,CDK5 regulatory subunit associated protein 1-like 1
ENSMUSG00000016477,E2f3,E2F transcription factor 3
ENSMUSG00000038732,Mboat1,membrane bound O-acyltransferase domain containing 1
ENSMUSG00000049115,Agtr1a,"angiotensin II receptor, type 1a"
ENSMUSG00000113424,NA,NA
ENSMUSG00000038462,Uqcrfs1,"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1"
ENSMUSG00000069255,Dusp22,dual specificity phosphatase 22
ENSMUSG00000021356,Irf4,interferon regulatory factor 4
ENSMUSG00000021357,Exoc2,exocyst complex component 2
ENSMUSG00000087662,NA,NA
ENSMUSG00000038415,Foxq1,forkhead box Q1
ENSMUSG00000087220,NA,NA
ENSMUSG00000038408,1700018A04Rik,RIKEN cDNA 1700018A04 gene
ENSMUSG00000038402,Foxf2,forkhead box F2
ENSMUSG00000050295,Foxc1,forkhead box C1
ENSMUSG00000038372,Gmds,"GDP-mannose 4, 6-dehydratase"
ENSMUSG00000112944,NA,NA
ENSMUSG00000113965,NA,NA
ENSMUSG00000021400,Wrnip1,Werner helicase interacting protein 1
ENSMUSG00000044734,Serpinb1a,"serine (or cysteine) peptidase inhibitor, clade B, member 1a"
ENSMUSG00000042842,Serpinb6b,"serine (or cysteine) peptidase inhibitor, clade B, member 6b"
ENSMUSG00000045827,Serpinb9,"serine (or cysteine) peptidase inhibitor, clade B, member 9"
ENSMUSG00000060147,Serpinb6a,"serine (or cysteine) peptidase inhibitor, clade B, member 6a"
ENSMUSG00000085457,1110046J04Rik,RIKEN cDNA 1110046J04 gene
ENSMUSG00000046949,Nqo2,N-ribosyldihydronicotinamide quinone reductase 2
ENSMUSG00000021408,Ripk1,receptor (TNFRSF)-interacting serine-threonine kinase 1
ENSMUSG00000090628,NA,NA
ENSMUSG00000038286,Bphl,"biphenyl hydrolase-like (serine hydrolase, breast epithelial mucin-associated antigen)"
ENSMUSG00000058672,Tubb2a,"tubulin, beta 2A class IIA"
ENSMUSG00000045136,Tubb2b,"tubulin, beta 2B class IIB"
ENSMUSG00000071451,Psmg4,"proteasome (prosome, macropain) assembly chaperone 4"
ENSMUSG00000038267,Slc22a23,"solute carrier family 22, member 23"
ENSMUSG00000021411,Pxdc1,PX domain containing 1
ENSMUSG00000113170,NA,NA
ENSMUSG00000021413,Prpf4b,pre-mRNA processing factor 4B
ENSMUSG00000021414,Fam217a,"family with sequence similarity 217, member A"
ENSMUSG00000021415,Tex56,testis expressed 56
ENSMUSG00000021416,Eci3,enoyl-Coenzyme A delta isomerase 3
ENSMUSG00000085962,NA,NA
ENSMUSG00000021417,Eci2,enoyl-Coenzyme A delta isomerase 2
ENSMUSG00000059288,Cdyl,"chromodomain protein, Y chromosome-like"
ENSMUSG00000021418,Rpp40,ribonuclease P 40 subunit
ENSMUSG00000046573,Lyrm4,LYR motif containing 4
ENSMUSG00000114251,NA,NA
ENSMUSG00000021420,Fars2,phenylalanine-tRNA synthetase 2 (mitochondrial)
ENSMUSG00000039114,Nrn1,neuritin 1
ENSMUSG00000039109,F13a1,"coagulation factor XIII, A1 subunit"
ENSMUSG00000021423,Ly86,lymphocyte antigen 86
ENSMUSG00000100022,NA,NA
ENSMUSG00000114828,AI463229,expressed sequence AI463229
ENSMUSG00000039087,Rreb1,ras responsive element binding protein 1
ENSMUSG00000021427,Ssr1,"signal sequence receptor, alpha"
ENSMUSG00000044566,Cage1,cancer antigen 1
ENSMUSG00000021428,Riok1,RIO kinase 1
ENSMUSG00000054889,Dsp,desmoplakin
ENSMUSG00000021431,Snrnp48,small nuclear ribonucleoprotein 48 (U11/U12)
ENSMUSG00000039004,Bmp6,bone morphogenetic protein 6
ENSMUSG00000038991,Txndc5,thioredoxin domain containing 5
ENSMUSG00000114399,NA,NA
ENSMUSG00000114638,NA,NA
ENSMUSG00000114866,Gm40922,"predicted gene, 40922"
ENSMUSG00000038982,Bloc1s5,"biogenesis of lysosomal organelles complex-1, subunit 5, muted"
ENSMUSG00000001707,Eef1e1,eukaryotic translation elongation factor 1 epsilon 1
ENSMUSG00000021432,Slc35b3,"solute carrier family 35, member B3"
ENSMUSG00000097151,NA,NA
ENSMUSG00000096932,5033403F01Rik,RIKEN cDNA 5033403F01 gene
ENSMUSG00000021360,Gcnt2,"glucosaminyl (N-acetyl) transferase 2, I-branching enzyme"
ENSMUSG00000086693,A730081D07Rik,RIKEN cDNA A730081D07 gene
ENSMUSG00000038683,Pak1ip1,PAK1 interacting protein 1
ENSMUSG00000021361,Tmem14c,transmembrane protein 14C
ENSMUSG00000038651,Sycp2l,synaptonemal complex protein 2-like
ENSMUSG00000021364,Elovl2,"elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2"
ENSMUSG00000114247,NA,NA
ENSMUSG00000091264,Smim13,small integral membrane protein 13
ENSMUSG00000021365,Nedd9,"neural precursor cell expressed, developmentally down-regulated gene 9"
ENSMUSG00000087370,Tmem170b,transmembrane protein 170B
ENSMUSG00000058022,Adtrp,androgen dependent TFPI regulating protein
ENSMUSG00000113856,Gm10790,predicted gene 10790
ENSMUSG00000100071,NA,NA
ENSMUSG00000021366,Hivep1,human immunodeficiency virus type I enhancer binding protein 1
ENSMUSG00000021367,Edn1,endothelin 1
ENSMUSG00000054728,Phactr1,phosphatase and actin regulator 1
ENSMUSG00000021368,Tbc1d7,"TBC1 domain family, member 7"
ENSMUSG00000051335,Gfod1,glucose-fructose oxidoreductase domain containing 1
ENSMUSG00000054021,Sirt5,sirtuin 5
ENSMUSG00000063200,Nol7,nucleolar protein 7
ENSMUSG00000038546,Ranbp9,RAN binding protein 9
ENSMUSG00000021371,Mcur1,mitochondrial calcium uniporter regulator 1
ENSMUSG00000015396,Cd83,CD83 antigen
ENSMUSG00000113780,NA,NA
ENSMUSG00000113010,Gm34084,"predicted gene, 34084"
ENSMUSG00000113492,Gm47792,"predicted gene, 47792"
ENSMUSG00000038518,Jarid2,"jumonji, AT rich interactive domain 2"
ENSMUSG00000057531,Dtnbp1,dystrobrevin binding protein 1
ENSMUSG00000047061,NA,NA
ENSMUSG00000038175,Mylip,myosin regulatory light chain interacting protein
ENSMUSG00000000253,Gmpr,guanosine monophosphate reductase
ENSMUSG00000046876,Atxn1,ataxin 1
ENSMUSG00000038152,5033430I15Rik,RIKEN cDNA 5033430I15 gene
ENSMUSG00000063529,Stmnd1,stathmin domain containing 1
ENSMUSG00000038132,Rbm24,RNA binding motif protein 24
ENSMUSG00000021373,Cap2,"CAP, adenylate cyclase-associated protein, 2 (yeast)"
ENSMUSG00000069237,Fam8a1,"family with sequence similarity 8, member A1"
ENSMUSG00000021374,Nup153,nucleoporin 153
ENSMUSG00000021375,Kif13a,kinesin family member 13A
ENSMUSG00000051606,NA,NA
ENSMUSG00000044231,Nhlrc1,NHL repeat containing 1
ENSMUSG00000021376,Tpmt,thiopurine methyltransferase
ENSMUSG00000038080,Kdm1b,lysine (K)-specific demethylase 1B
ENSMUSG00000021377,Dek,DEK proto-oncogene (DNA binding)
ENSMUSG00000038068,Rnf144b,ring finger protein 144B
ENSMUSG00000021379,Id4,inhibitor of DNA binding 4
ENSMUSG00000050954,Zfp169,zinc finger protein 169
ENSMUSG00000097375,NA,NA
ENSMUSG00000038042,Ptpdc1,protein tyrosine phosphatase domain containing 1
ENSMUSG00000038025,Phf2,PHD finger protein 2
ENSMUSG00000086889,NA,NA
ENSMUSG00000038014,Fam120a,"family with sequence similarity 120, member A"
ENSMUSG00000097059,NA,NA
ENSMUSG00000037989,Wnk2,WNK lysine deficient protein kinase 2
ENSMUSG00000037966,Ninj1,ninjurin 1
ENSMUSG00000037960,Card19,"caspase recruitment domain family, member 19"
ENSMUSG00000021384,Susd3,sushi domain containing 3
ENSMUSG00000037946,Fgd3,"FYVE, RhoGEF and PH domain containing 3"
ENSMUSG00000037933,Bicd2,BICD cargo adaptor 2
ENSMUSG00000021385,Ippk,"inositol 1,3,4,5,6-pentakisphosphate 2-kinase"
ENSMUSG00000021391,Cenpp,centromere protein P
ENSMUSG00000113255,Tes3-ps,"testis derived transcript 3, pseudogene"
ENSMUSG00000043631,Ecm2,"extracellular matrix protein 2, female organ and adipocyte specific"
ENSMUSG00000021388,Aspn,asporin
ENSMUSG00000021390,Ogn,osteoglycin
ENSMUSG00000021392,Nol8,nucleolar protein 8
ENSMUSG00000037851,Iars,isoleucine-tRNA synthetase
ENSMUSG00000037816,Fbxw17,F-box and WD-40 domain protein 17
ENSMUSG00000021395,Spin1,spindlin 1
ENSMUSG00000021396,Nxnl2,nucleoredoxin-like 2
